County_name,State,Region_num,Location,Square_miles,Population,Pop_Size_Group,Pct_Age18_to_34,Pct_65_or_over,Num_physicians,Num_hospital_beds,Num_serious_crimes,Pct_High_Sch_grads,Pct_Bachelors,Pct_below_poverty,Pct_unemployed,Per_cap_income,Total_personal_income
Marion,FL,3,East,1579,194833,Medium,21.6,22.1,235,451,14860,69.6,11.5,10.8,8.6,13802,2689
Brown,WI,2,East,529,194594,Medium,29.6,10.8,289,632,8101,82.6,17.7,6.7,4.6,18490,3598
Leon,FL,3,East,667,192493,Medium,38.5,8.2,413,823,23363,84.9,37.1,9.4,3.9,16422,3161
Brazoria,TX,3,West,1387,191707,Medium,28.7,7.8,156,318,8692,75.5,15.1,7.7,5.6,17951,3441
Bell,TX,3,West,1059,191088,Medium,34.6,8.8,513,572,10865,79.1,17.2,12.2,6.7,13536,2587
Kitsap,WA,4,West,396,189731,Medium,27.7,10.7,233,244,8996,86.6,19.8,7.5,5.2,17009,3227
Richmond,GA,3,East,324,189719,Medium,31.1,10,1032,1787,17918,70.9,17.3,14.8,4.9,15941,3024
McLennan,TX,3,West,1042,189123,Medium,30,13.6,301,560,16486,71.6,16.6,13.9,6.4,14925,2823
Yakima,WA,4,West,4296,188823,Medium,25.1,13,231,518,15139,66.1,13.7,15.6,11.6,15374,2903
Davis,UT,4,West,305,187941,Medium,26.2,6.1,166,248,6279,89.9,23.5,5.5,4.5,13394,2517
Ottawa,MI,2,East,566,187768,Medium,28.9,9.8,163,313,6140,79.8,18.7,3.8,6.5,18360,3447
Howard,MD,3,East,252,187328,Medium,29.8,6.1,695,208,9057,91.1,46.9,2.2,4.1,27546,5160
Barnstable,MA,1,East,396,186605,Medium,22.1,22,336,384,7441,88.4,28.1,5.8,11.1,23267,4342
Larimer,CO,4,West,2601,186136,Medium,32.1,9.6,278,409,8921,88.6,32.3,6.6,4.1,17140,3190
Beaver,PA,1,East,435,186093,Medium,23.6,16.9,197,616,4088,74.9,11.9,10.8,9.7,15162,2822
McHenry,IL,2,East,604,183241,Medium,26.3,9.4,160,371,4854,84.5,21,2.5,7.1,21855,4005
Peoria,IL,2,East,620,182827,Medium,26,14.2,581,1219,12483,77.9,19.5,11.3,7.2,18342,3353
Montgomery,TX,3,West,1044,182201,Medium,25.5,8.6,125,340,9469,75.5,19.4,9.4,5.5,17084,3113
Harford,MD,3,East,440,182132,Medium,28.8,8.3,247,333,6735,81.6,21.5,4.1,6.7,20941,3814
Butte,CA,4,West,1640,182120,Medium,28.2,17.3,327,625,8939,77.6,19.5,12.2,9.4,15051,2741
Clayton,GA,3,East,143,182052,Medium,32.4,5.8,191,346,15419,77.2,14.7,7.3,5.8,16171,2944
Durham,NC,3,East,291,181835,Medium,33.7,10.7,1944,1496,15477,78.9,33.4,8.7,3.6,19238,3498
Alachua,FL,3,East,874,181596,Medium,40.1,9.3,1180,1096,18218,82.7,34.6,14.4,4.2,16058,2916
Saratoga,NY,1,East,812,181276,Medium,28.4,10.3,215,221,5281,83,25.2,4.4,5.9,18857,3418
Muscogee,GA,3,East,216,179278,Medium,30.6,10.8,360,1168,11454,71.5,16.6,14.9,4.6,15505,2780
Merced,CA,4,West,1929,178403,Medium,28.2,9.2,185,337,8587,63.1,12,15.4,14.6,13961,2491
Sangamon,IL,2,East,868,178386,Medium,25.8,13.8,600,1330,11929,81.8,22.4,7.2,4.8,19601,3497
Gaston,NC,3,East,357,175093,Medium,27.3,12.1,142,368,11865,60.9,10.8,8.2,6.2,16319,2857
Racine,WI,2,East,333,175034,Medium,26,12,234,532,11110,76.4,16.5,7.9,6.5,18426,3225
Buncombe,NC,3,East,656,174821,Medium,24.8,16.1,469,725,9512,74.5,19.1,8.2,4.9,16934,2960
Cleveland,OK,3,East,536,174253,Medium,33.9,6.7,217,319,12194,83.9,25.9,7,4.8,14443,2517
Litchfield,CT,1,East,920,174092,Medium,25.4,14.1,278,411,3593,80.9,25,2.4,7,25161,4380
Champaign,IL,2,East,997,173025,Medium,41.6,8.8,382,805,11508,87.5,34.1,8,4.5,16957,2934
Placer,CA,4,West,1404,172796,Medium,23.5,12,329,322,8904,85.1,22.7,5.3,6.8,20168,3485
Jefferson,MO,2,West,657,171380,Medium,28.5,8.3,61,230,3128,71.6,9,6,8.7,15896,2724
Arlington_County,VA,3,East,26,170936,Medium,37.6,11.3,615,781,12526,87.5,52.3,4.3,3.6,30242,5169
Newport_News_City,VA,3,East,68,170045,Medium,33.9,9.3,354,836,11776,79.3,18.4,12.2,6.5,15327,2606
Calcasieu,LA,3,West,1071,168134,Medium,26.6,10.9,248,845,6399,70.3,14.7,15.5,7.8,14968,2517
Lexington,SC,3,East,701,167611,Medium,27.8,8.9,145,259,9814,77.3,21,6.3,4.1,18126,3038
Harrison,MS,3,East,581,165365,Medium,30,10.8,313,764,7043,74.7,16.3,15.4,6.7,13691,2264
Ulster,NY,1,East,1127,165304,Medium,27.8,13,258,413,4701,76.6,21.6,5.6,5.9,18824,3112
Vanderburgh,IN,2,East,235,165058,Medium,27,15.7,411,1376,8405,75.2,16,9.1,5.7,18093,2986
Lafayette,LA,3,West,270,164762,Medium,31.1,8.3,361,1018,10599,73.3,22.5,16.2,5,16868,2779
York,ME,1,East,991,164587,Medium,26.4,12.6,172,404,6027,79.5,19,4.7,6.9,17908,2947
Cambria,PA,1,East,688,163029,Medium,23,18.7,301,892,3187,71.2,10.8,11.2,9.2,14473,2360
Wyandotte,KS,2,West,151,161993,Medium,27.4,13,494,1019,18902,69.9,10.3,13.9,7.4,14134,2290
Berrien,MI,2,East,571,161378,Medium,25.2,13.7,199,688,12229,74.7,16.7,11.6,9.1,16232,2619
Thurston,WA,4,West,727,161238,Medium,25.3,11.7,283,500,7882,86.5,24.7,7.1,5.9,17312,2791
Kent,RI,1,East,170,161135,Medium,26.2,15.1,264,359,7302,76.8,20.5,3.7,8.6,20086,3237
Shawnee,KS,2,West,550,160976,Medium,26.2,13.1,451,661,13845,84.4,22.3,7.4,4.7,19558,3148
Muskegon,MI,2,East,509,158983,Medium,25.8,13,182,660,12181,74.2,11.1,12.4,12,14767,2348
Weber,UT,4,West,576,158330,Medium,26,11.1,266,573,9191,82.5,18,7.8,5.7,15301,2423
Elkhart,IN,2,East,464,156198,Medium,26.8,11.2,164,478,7573,72.8,14.2,5.3,6.4,16770,2619
Rensselaer,NY,1,East,654,154429,Medium,29.8,13.2,213,616,5297,77.7,19.5,6.6,6.3,17774,2745
Clay,MO,2,West,397,153411,Medium,28.3,10.4,108,693,11085,84.7,20,4.2,5.7,18395,2822
Schuylkill,PA,1,East,779,152585,Medium,22.9,20,147,634,2119,68.4,8.1,7.7,9.7,15853,2419
Lake,FL,3,East,953,152104,Medium,19,27.5,167,664,7099,70.6,12.7,7.9,8.9,17496,2661
Collier,FL,3,East,2026,152099,Medium,22.4,22.8,282,431,9426,79,22.3,6.4,7.5,25589,3892
Butler,PA,1,East,789,152013,Medium,27,13.5,127,261,3420,78.6,15.6,7.1,6.8,17251,2622
Chesapeake_City,VA,3,East,341,151976,Medium,28.6,8.4,212,210,8427,77.1,16.9,7,6.1,16924,2572
Smith,TX,3,West,929,151309,Medium,26.2,13.7,349,795,11712,75.7,19.8,12.6,6.6,17511,2650
Tuscaloosa,AL,3,East,1325,150522,Medium,33.3,11.4,299,731,12377,69.6,20,13.5,5.4,15113,2275
Frederick,MD,3,East,663,150208,Medium,28.7,9.4,172,241,4939,80.4,22,3.5,6,19954,2997
Clermont,OH,2,East,452,150187,Medium,28.1,8.7,82,151,5114,72.8,14.5,7.4,6,16231,2438
St._Lucie,FL,3,East,573,150171,Medium,22.9,21,176,425,9842,71.7,13.1,8.5,13.8,14137,2123
Bibb,GA,3,East,250,149967,Small,27.5,12.9,438,1010,12701,68.2,17,15.9,4.1,17548,2632
Onslow,NC,3,East,767,149838,Small,49.7,4.4,104,133,7505,83,13.4,9.8,5.6,10190,1527
Jackson,MI,2,East,707,149756,Small,27.1,12.3,127,573,8630,77.7,12.9,9.4,9.9,15750,2359
Schenectady,NY,1,East,206,149285,Small,26.1,16.5,403,721,6364,80.7,23,5.7,5.6,20679,3087
Rock_Island,IL,2,East,427,148723,Small,24.9,15,209,769,7154,77.4,15,10.2,7.5,17818,2650
Clark,OH,2,East,400,147548,Small,25.3,13.8,173,463,10131,73.4,12.2,10.4,6.5,16676,2461
Shasta,CA,4,West,3786,147036,Small,22.8,14.1,267,468,7336,78.4,13.7,11,10.3,16277,2393
Penobscot,ME,1,East,3396,146601,Small,30,11.5,268,598,4749,79.1,17.7,9.5,8,15521,2275
Hampshire,MA,1,East,529,146568,Small,38.2,11.6,348,236,2547,83,31.9,5.7,7.7,17853,2617
Jackson,OR,4,West,2785,146389,Small,22.1,16.2,263,522,7170,80.1,17.6,9.7,7.6,15582,2281
Washington,MN,2,East,392,145896,Small,26.5,6.6,113,92,5365,90,26.2,3.6,4.6,20682,3017
St._Clair,MI,2,East,725,145607,Small,25.9,12.3,143,431,6568,74.8,10.7,9.2,11.8,17480,2545
Fayette,PA,1,East,790,145351,Small,22.9,18,124,409,3612,67.8,9.3,17.6,9.4,14051,2042
Anderson,SC,3,East,718,145196,Small,25.5,13.6,199,456,7525,64,12.9,8.6,6.6,14205,2063
St._Tammany,LA,3,East,854,144508,Small,24.2,8.9,282,512,4447,76.9,23.1,11.1,6.2,17129,2475
Horry,SC,3,East,1134,144053,Small,28.2,12.7,175,505,12459,74.3,16,11.6,7.7,14693,2117
Okaloosa,FL,3,East,936,143776,Small,30.8,9.3,178,482,5153,83.8,21,7.8,6.7,15803,2272
Sullivan,TN,3,East,413,143596,Small,24.6,14.3,377,982,6236,66.8,15.6,10.4,4.4,15747,2261
Middlesex,CT,1,East,369,143196,Small,28.4,13.1,340,235,3409,82.6,28.2,2.6,5.8,24132,3456
Portage,OH,2,East,492,142585,Small,33.6,9.4,101,285,2769,79.3,17.6,7.6,6,16031,2286
Ouachita,LA,3,East,611,142191,Small,28.3,11.2,268,1043,10605,71.6,18.9,19.6,6.4,13869,1972
Kenton,KY,3,East,163,142031,Small,28.3,11.5,263,733,6925,74.4,17,8.2,5.4,16935,2405
Chautauqua,NY,1,East,1062,141895,Small,25.7,15.7,164,653,5178,74.4,14.2,9.9,7.7,15197,2156
Yolo,CA,4,West,1012,141092,Small,36.5,9.6,339,168,10650,79.1,30.3,9.8,7.2,19727,2783
Outagamie,WI,2,East,640,140510,Small,28.2,11.1,228,511,4860,81.5,16.7,4.6,4.9,17182,2414
Winnebago,WI,2,East,439,140320,Small,30.3,12.8,242,528,6170,80.6,18.2,5.3,4.8,17645,2476
Williamson,TX,3,West,1124,139551,Small,29.1,7.6,88,185,5724,81.4,24.6,7.6,3.8,14934,2084
Rock,WI,2,East,721,139510,Small,26.2,12.6,171,491,7643,78.2,13.3,7.8,9.7,16742,2336
Berkshire,MA,1,East,931,139352,Small,26,16.9,375,598,3862,77.9,20.9,6.3,10.1,20068,2797
Cumberland,NJ,1,East,489,138053,Small,26.7,13.5,181,534,9071,63.4,10.8,10.2,10.7,16819,2322
Greene,OH,2,East,415,136731,Small,28.5,9.8,134,210,5221,82.4,26,7.1,5.2,18161,2483
Calhoun,MI,2,East,709,135982,Small,25.1,13.3,172,566,9810,76.8,13.8,11,8.5,15944,2168
Dona_Ana,NM,4,West,3807,135510,Small,31.4,8.8,171,240,8850,70.4,21.9,20.7,7.4,11379,1542
Hampton_City,VA,3,East,52,133793,Small,33,9.6,163,251,8376,79.7,19.1,8.8,6.8,14743,1973
Monroe,MI,2,East,551,133600,Small,26.1,10.4,83,182,6726,74.1,10.5,6.9,11.1,17278,2308
Webb,TX,3,West,3357,133239,Small,28.5,7.9,107,382,12202,47.8,11.1,33.1,9.8,8973,1196
Weld,CO,4,West,3993,131821,Small,29.6,10.2,172,281,7901,74.9,18.4,10.6,4.5,15874,2093
Chittenden,VT,1,East,539,131761,Small,35.8,8.1,696,573,4739,86.7,34,5,4.4,19940,2627
Rapides,LA,3,West,1323,131556,Small,26.8,12,246,768,6101,69,14.6,18.6,7.1,14615,1923
York,SC,3,East,683,131497,Small,28.7,10.6,121,276,9525,67.5,16.9,7.6,5.5,16713,2198
Sussex,NJ,1,East,521,130943,Small,26.3,8.9,133,261,3174,85.1,24.9,2.5,6.8,24405,3196
Madison,IN,2,East,452,130669,Small,25.5,14,140,655,5373,73.5,11.7,10.3,7.5,16018,2093
Tippecanoe,IN,2,East,500,130598,Small,42.3,9.5,232,635,6141,85.2,30.7,6.8,3.2,15847,2070
Blair,PA,1,East,526,130542,Small,23.7,17,213,654,3196,75,10.5,11,9,14779,1929
McLean,IL,2,East,1184,129180,Small,37,10.5,171,588,5949,84.7,29,5.9,4.6,18961,2449
Porter,IN,2,East,418,128932,Small,26.4,9.8,170,379,4014,82.4,18.5,4.6,4.5,17566,2265
Tolland,CT,1,East,410,128699,Small,33.9,9,164,173,1799,84.7,29.2,2.7,5.9,21944,2824
Licking,OH,2,East,687,128300,Small,26.2,11.8,101,192,1380,76.4,13,8.3,6.3,16412,2106
Kenosha,WI,2,East,273,128181,Small,27.5,12.6,140,334,6616,75.1,12.7,7.6,6.4,17338,2222
Whatcom,WA,4,West,2120,127780,Small,28.8,12.5,203,214,7070,83.2,22,7.4,6.3,16002,2045
Bay,FL,3,East,764,126994,Small,27.7,12,178,478,8634,74.7,15.7,11.2,8,14814,1881
Davidson,NC,3,East,552,126677,Small,26.9,12,78,221,5662,64.2,10,7.3,5.9,15079,1910
Richland,OH,2,East,497,126137,Small,25,12.9,144,463,7977,73.5,11.6,8.4,9.4,16191,2042
El_Dorado,CA,4,West,1712,125995,Small,23,11.8,147,163,5152,85.9,20.8,5.8,6.1,19250,2425
Minnehaha,SD,2,West,809,123809,Small,29.7,11.6,376,912,5625,83.1,21.3,5.4,2.5,18526,2294
Centre,PA,1,East,1108,123786,Small,45,9,178,270,4136,83.6,32.3,6.2,6.1,15476,1916
Tazewell,IL,2,East,649,123692,Small,23.9,13.2,98,297,3140,78.6,13.6,7.1,7.4,18008,2227
Carroll,MD,3,East,449,123372,Small,26.6,10.2,142,123,3430,78.5,19.6,2.5,5.7,22002,2714
Pueblo,CO,4,West,2389,123051,Small,24.1,15.2,259,555,8640,73.9,14,16.7,7,14197,1747
Wichita,TX,3,West,628,122378,Small,29.5,12.8,243,457,10727,75.1,16.5,12.5,6.8,17119,2095
Medina,OH,2,East,422,122354,Small,24.5,9.7,125,226,563,82.4,18,4.1,5.8,18892,2312
Brazos,TX,3,West,586,121862,Small,49.4,6.7,170,279,8203,79.8,35.8,14.9,3.6,12641,1540
Oswego,NY,1,East,953,121771,Small,29.8,10.7,79,269,3582,74.7,12.9,8.1,10,14834,1806
Franklin,PA,1,East,772,121082,Small,25.5,14.4,136,296,3155,69.4,12.4,5.7,6.7,16281,1971
Mercer,PA,1,East,672,121003,Small,24.5,17.2,150,653,2777,75.1,13.6,10.1,7.2,15177,1836
Aiken,SC,3,East,1073,120940,Small,26.7,11.4,128,191,6835,70.7,17.2,11,4.9,17898,2165
Hawaii,HI,4,West,4028,120317,Small,22.5,12.6,182,391,7226,77.7,18.5,10.9,4,16728,2013
New_Hanover,NC,3,East,199,120284,Small,29,12.5,297,554,11892,78.1,21.2,9.9,5.9,17119,2059
Merrimack,NH,1,East,935,120005,Small,27.7,12.1,237,368,3325,83.2,25.4,3.6,7.1,20600,2472
Delaware,IN,2,East,393,119659,Small,32.9,12.7,217,494,1064,74.5,16.5,10.3,6.1,15697,1878
Taylor,TX,3,West,916,119655,Small,30.7,12,204,467,6785,75.4,20.7,11.2,5.9,16021,1917
Humboldt,CA,4,West,3573,119118,Small,27.5,12.3,207,311,5737,80.5,20,12.8,8.8,16138,1922
Ector,TX,3,West,901,118934,Small,27.1,9.3,153,389,14643,66.9,11.4,16.6,6.6,14766,1756
Stearns,MN,2,West,1345,118791,Small,33.6,10.5,199,661,4101,78.3,17.5,7.3,5.4,14757,1753
Lycoming,PA,1,East,1235,118710,Small,25.4,15.1,232,668,3826,74.5,12.3,8.4,8,15778,1873
Rutherford,TN,3,East,619,118570,Small,33.1,8.4,133,215,6072,73.9,18.7,7.6,5.4,15501,1838
Catawba,NC,3,East,400,118412,Small,27.2,11.9,179,464,6830,66.7,14.2,4.8,6.4,17396,2060
Macon,IL,2,East,581,117206,Small,24.1,14.5,171,725,6103,76.2,14.8,9.8,8.9,18021,2112
Pinal,AZ,4,West,5370,116379,Small,24.4,13.7,61,309,6275,65.5,8.2,18.7,7.9,11396,1326
Calhoun,AL,3,East,609,116034,Small,28.8,12.4,133,486,4901,67.4,14.2,11.7,7.3,13776,1598
Kennebec,ME,1,East,868,115904,Small,26.1,13.4,241,497,4184,78.9,18.1,7.3,6.8,17131,1986
Livingston,MI,2,East,568,115645,Small,25.3,8.2,68,93,3760,85.6,19.6,3,8.1,21153,2446
Marathon,WI,2,East,1545,115400,Small,25.9,12.7,172,254,3655,75.9,13.5,5.5,5.9,16305,1882
Jackson,MS,3,East,727,115243,Small,25.9,9.4,170,346,4777,74.4,14.4,14,7.1,13475,1553
Florence,SC,3,East,799,114344,Small,26.2,11.2,211,731,8421,64.3,14.8,15.9,5.9,14961,1711
Lebanon,PA,1,East,362,113744,Small,25.3,15,162,196,2919,70,11.8,5.2,5.9,16500,1877
Yellowstone,MT,4,West,2635,113419,Small,25.6,12.4,262,554,3879,83.7,21.5,9,5.3,17272,1959
Washington,AR,3,West,950,113409,Small,32,11.2,208,651,6122,73.2,20,9.8,3.7,14736,1671
Wood,OH,2,East,617,113269,Small,34.5,10.2,128,124,3759,83.8,21.9,5,6.6,17522,1985
Benton,WA,4,West,1703,112560,Small,25.1,10.1,142,278,6249,83.9,23.3,8.9,6.8,17332,1951
Boone,MO,2,West,685,112379,Small,40.9,8.4,746,1023,5456,84.8,36.5,9.3,3.2,17175,1930
St._Lawrence,NY,1,East,2686,111974,Small,31.2,12.1,132,378,3851,73.1,15.1,12.8,9.8,12704,1423
Bay,MI,2,East,444,111723,Small,25.4,13.4,101,415,4849,74,11,10.2,9.2,16499,1843
Comanche,OK,3,West,1069,111486,Small,34.5,8.7,127,347,5979,81.1,18.4,13.3,6.6,13228,1475
Alexandria_City,VA,3,East,15,111183,Small,38.3,10.3,652,662,8537,86.9,48.5,4.7,4.6,31699,3524
Kent,DE,1,East,591,110993,Small,29.7,10.3,123,193,5846,73.1,15,8.7,7.6,14946,1659
Charlotte,FL,3,East,694,110975,Small,16.6,33.8,183,632,3741,75.7,13.4,5.2,7.2,16362,1816
Jefferson,NY,1,East,1272,110943,Small,32.7,10.9,124,336,3064,76.4,13.6,9.5,11,15205,1687
Napa,CA,4,West,754,110765,Small,24.5,16.5,345,1019,5056,80.7,22.3,4.6,5.9,22668,2511
Rowan,NC,3,East,511,110605,Small,26,15.2,114,244,5233,66,11.7,6.8,5.4,15691,1736
Washington,RI,1,East,333,110006,Small,31,12.3,162,241,3838,82.8,29.1,3.7,6.7,19449,2140
Allen,OH,2,East,405,109755,Small,26.2,13.4,168,560,4734,76.1,11.4,10.4,7.3,16542,1816
Imperial,CA,4,West,4175,109303,Small,25.5,10.2,82,221,8042,53.2,9.7,20.8,21.3,14523,1587
Monroe,IN,2,East,394,108978,Small,45.8,8.6,172,285,1657,82.1,32.9,9.5,3.7,14266,1555
Hamilton,IN,2,East,398,108936,Small,25.1,8.2,257,122,1699,88.7,36.2,2.6,2.8,25681,2798
Columbiana,OH,2,East,533,108276,Small,23.4,14.9,80,485,898,71.8,8.5,13,6.7,12597,1364
Alamance,NC,3,East,431,108213,Small,27.3,14.8,132,340,4152,67.9,14.6,6,4.5,17306,1873
Pitt,NC,3,East,652,107924,Small,35.4,9.9,496,583,4603,71,21.9,15.5,5.5,15852,1711
Hunterdon,NJ,1,East,430,107776,Small,25.6,9.5,184,182,2068,85.9,34.6,1.8,4.1,30255,3261
Osceola,FL,3,East,1322,107728,Small,27.1,13.9,98,291,9665,73.7,11.2,6.9,6.7,16451,1772
Yavapai,AZ,4,West,8124,107714,Small,18.3,23.8,114,159,3952,78.9,17.7,9.8,5.4,13681,1474
La_Porte,IN,2,East,598,107066,Small,26,13.1,149,519,6021,73.9,11.7,7.8,5.8,16655,1783
La_Salle,IL,2,East,1135,106913,Small,23.8,17.2,104,504,2982,73.1,10.5,8.7,9.6,16119,1723
Yuma,AZ,4,West,5514,106895,Small,27.4,13.8,118,197,5414,64.9,12.7,15.4,17.8,11490,1228
Midland,TX,3,West,900,106611,Small,26.8,9,139,333,7546,76.8,26.4,11.5,5.4,19345,2062
Randolph,NC,3,East,788,106546,Small,27.1,12.2,69,145,2940,62,9.1,6.5,4.8,14721,1568
Olmsted,MN,2,West,653,106470,Small,29.3,10,1814,1437,4310,88,29.5,4.5,3.3,20515,2184
Vigo,IN,2,East,403,106107,Small,30.2,15.1,179,576,3435,76,18.1,10.7,5,15036,1595
Clay,FL,3,East,601,105986,Small,26.3,8.5,164,277,4560,81.2,17.9,5.4,5.9,16029,1699
Androscoggin,ME,1,East,470,105259,Small,27.9,13.4,198,527,4020,71.8,12.6,8.7,9.7,16154,1700
Robeson,NC,3,East,949,105179,Small,26.7,10.7,83,281,4318,57,11,20.7,8.9,10849,1141
Gregg,TX,3,West,274,104948,Small,26.4,13.3,166,420,9181,75.8,17.7,13.4,8.2,16775,1761
Wayne,NC,3,East,553,104666,Small,29.7,10.2,113,263,4682,71.2,12.7,11.9,7.3,13350,1397
Strafford,NH,1,East,369,104233,Small,34.8,10.7,139,237,3651,79.8,21.7,5.1,6.5,17182,1791
Sheboygan,WI,2,East,514,103877,Small,25.4,14.6,114,421,4433,77.4,13.8,4.5,5.6,18061,1876
Fairfield,OH,2,East,506,103461,Small,25.2,11.3,86,195,625,78.8,15.5,6.8,6.3,16342,1691
Sumner,TN,3,East,529,103281,Small,25.5,10.2,96,259,3285,70.6,14.4,7,6.8,16514,1706
Cass,ND,2,West,1766,102874,Small,34.4,9.8,343,643,3401,87.1,26.5,7.3,2.5,16275,1674
Sumter,SC,3,East,666,102637,Small,31.6,9.4,88,214,7138,69.8,15,16.9,9.4,11803,1211
Sarpy,NE,2,West,241,102583,Small,30.4,4.8,39,160,2689,91,25.4,3.5,2.6,16137,1655
Windham,CT,1,East,513,102525,Small,28.5,12.5,123,254,1397,71.1,16.8,6,9.2,18070,1853
Kings,CA,4,West,1390,101469,Small,33.7,7.7,82,180,4449,65.6,9,15,12.8,13907,1411
Wayne,OH,2,East,555,101461,Small,26.3,11.6,84,155,2377,73.6,13.9,8.4,5.9,16464,1670
Charles,MD,3,East,461,101154,Small,29.9,6.5,67,104,5279,81,16.2,3.7,4.9,19317,1954
Hernando,FL,3,East,478,101115,Small,16.4,30.7,98,290,4414,70.5,9.7,7.9,8.2,13919,1407
Martin,FL,3,East,556,100900,Small,20.4,27.5,193,277,5081,79.7,20.3,5,9.8,27125,2737
Montgomery,TN,3,East,539,100498,Small,35.7,7.9,87,188,6537,77.9,16.5,10.8,8,13169,1323
Maui,HI,4,West,1159,100374,Small,26.2,11.3,192,182,7130,77,17.8,5.7,3.2,18504,1857
Morgan,AL,3,East,582,100043,Small,26.3,11.7,122,464,4693,69.4,15.5,9.4,7.1,16458,1647
